Name,File,Category,Tags,Multibody,Deprecated,Orphaned,Cost,Mass,Width,Depth,Height,Short Description,Description
Small Generator,generator_small.xml,Electric,basic,FALSE,FALSE,FALSE,600,5,1,1,1,A small generator unit for converting mechanical power to electricity.,
Solar Cell,solar.xml,Electric,basic,FALSE,FALSE,FALSE,400,2,1,1,1,A solar cell for generating electricity.,The cell generates electrical current based on time of day and angle towards the sun.
Jet Combustion Chamber,jet_engine_combustion_chamber.xml,Jet Engines,,FALSE,FALSE,FALSE,200,20,3,3,3,A combustion chamber that burns jet fuel to sustain a jet engine.,This is part of a set of modular jet engine components. Combustion will begin when the internal pressure is high enough.
Jet Compressor,jet_engine_compressor.xml,Jet Engines,,FALSE,FALSE,FALSE,200,20,3,3,5,A compressor that compresses air within a jet engine.,This is part of a set of modular jet engine components. Electrical power is required to begin compression.
Jet Duct Angle,jet_engine_duct_angle.xml,Jet Engines,,FALSE,FALSE,FALSE,50,5,3,3,3,An angled section of ducting for use in jet engines.,
Jet Duct Cross,jet_engine_duct_cross.xml,Jet Engines,,FALSE,FALSE,FALSE,50,5,3,3,3,An cross section of ducting for use in jet engines.,
Jet Duct Diagonal,jet_engine_duct_diagonal.xml,Jet Engines,,FALSE,FALSE,FALSE,50,5,3,4,3,A diagonal section of ducting for use in jet engines.,
Jet Duct Straight,jet_engine_duct_straight.xml,Jet Engines,,FALSE,FALSE,FALSE,30,3,3,3,1,An straight section of ducting for use in jet engines.,
Jet Duct T,jet_engine_duct_t.xml,Jet Engines,,FALSE,FALSE,FALSE,50,5,3,3,3,A T-shaped section of ducting for use in jet engines.,
Jet Exhaust,jet_engine_exhaust_basic.xml,Jet Engines,,FALSE,FALSE,FALSE,500,5,3,3,2,A jet engine exhaust that will produce thrust.,This is part of a set of modular jet engine components. Thrust will be produced at the back of the exhaust proportional to the internal RPS of the engine.
Jet Exhaust Afterburner,jet_engine_exhaust_afterburner.xml,Jet Engines,,FALSE,FALSE,FALSE,750,10,3,3,5,A jet engine exhaust that can burn additional fuel for increased output.,"This is part of a set of modular jet engine components. Thrust will be produced at the back of the exhaust proportional to the internal RPS of the engine. Additional thrust is produced when the afterburner is active, at the cost of increased fuel consumption."
Jet Exhaust Rotating,jet_engine_exhaust_rotating.xml,Jet Engines,,FALSE,FALSE,FALSE,800,10,3,3,4,A jet engine exhaust that has a built-in mechanical pivot.,This is part of a set of modular jet engine components. Thrust will be produced at the back of the exhaust proportional to the internal RPS of the engine. The direction of the thrust is controlled using a standard value that sets the target orientation within the pivot's range of motion of -0.5 to 0.5 turns.
Jet Turbine Medium,jet_engine_turbine_medium.xml,Jet Engines,,FALSE,FALSE,FALSE,200,20,3,3,3,A medium turbine that will convert air pressure to RPS within a jet engine.,"This is part of a set of modular jet engine components. This turbine has a torque connection for manually starting using an electric motor, or for powering additional props and generators."
Jet Turbine Small,jet_engine_turbine_small.xml,Jet Engines,,FALSE,FALSE,FALSE,150,15,3,3,2,A small turbine that will convert air pressure to RPS within a jet engine.,This is part of a set of modular jet engine components.
Large Jet Intake,jet_engine_intake_large.xml,Jet Engines,,FALSE,FALSE,FALSE,500,10,7,7,2,A large intake that will suck air into a jet engine.,The intake has turbo fans that will provide additional thrust. The intake will provide a greater air flow when travelling through the air.
Small Jet Intake,jet_engine_intake_small.xml,Jet Engines,,FALSE,FALSE,FALSE,250,5,3,3,1,A small intake that will suck air into a jet engine.,This is part of a set of modular jet engine components. The intake will provide a greater air flow when travelling through the air.
Artillery Cannon,gun_xl.xml,Weapons,"weapon,cannon,artillery",FALSE,FALSE,FALSE,100,200,3,3,22,An artillery cannon.,Artillery cannons fire high caliber explosive and armor-piercing shells over great distances.
Artillery Cannon Barrel Extension,gun_xl_barrel.xml,Weapons,"weapon,cannon,artillery",FALSE,FALSE,FALSE,50,80,3,3,4,An artillery cannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Artillery Cannon Barrel Extension,gun_xl_barrel_1.xml,Weapons,"weapon,cannon,artillery",FALSE,FALSE,FALSE,50,80,3,3,4,An artillery cannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Artillery Cannon Barrel Extension,gun_xl_barrel_2.xml,Weapons,"weapon,cannon,artillery",FALSE,FALSE,FALSE,50,80,3,3,4,An artillery cannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Artillery Cannon Barrel Extension,gun_xl_barrel_3.xml,Weapons,"weapon,cannon,artillery",FALSE,FALSE,FALSE,50,80,3,3,4,An artillery cannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Artillery Cannon Belt (Connector),gun_belt_receiver_xl.xml,Weapons,"weapon,cannon,belt,artillery",FALSE,FALSE,FALSE,100,4,1,4,1,An artillery cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Connector belts allow ammo transfers between vehicles.Spawned ammo type can be set in component properties window.
Artillery Cannon Belt (Corner Inner),gun_belt_corner_flat_xl.xml,Weapons,"weapon,cannon,belt,artillery",FALSE,FALSE,FALSE,100,15,1,4,4,An artillery cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window.
Artillery Cannon Belt (Corner Outer),gun_belt_corner_flat_reverse_xl.xml,Weapons,"weapon,cannon,belt,artillery",FALSE,FALSE,FALSE,100,15,1,4,4,An artillery cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window.
Artillery Cannon Belt (Corner),gun_belt_corner_xl.xml,Weapons,"weapon,cannon,belt,artillery",FALSE,FALSE,FALSE,100,4,1,4,1,An artillery cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window.
Artillery Cannon Belt (Feeder),gun_belt_loader_xl.xml,Weapons,"weapon,cannon,belt,artillery",FALSE,FALSE,FALSE,100,5,1,5,1,An artillery cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Feeder belts transfer ammo forwards using electric power. Spawned ammo type can be set in component properties window.
Artillery Cannon Belt (Junction),gun_belt_junction_xl.xml,Weapons,"weapon,cannon,belt,artillery",FALSE,FALSE,FALSE,100,4,1,4,1,An artillery cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Junction belts redirect the path of ammo transfer. Spawned ammo type can be set in component properties window.
Artillery Cannon Belt (Straight),gun_belt_straight_xl.xml,Weapons,"weapon,cannon,belt,artillery",FALSE,FALSE,FALSE,100,4,1,4,1,An artillery cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window.
Artillery Cannon Muzzle Brake,gun_xl_muzzle.xml,Weapons,"weapon,cannon,artillery",FALSE,FALSE,FALSE,50,80,3,3,5,A artillery cannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Artillery Cannon Muzzle Brake,gun_xl_muzzle_1.xml,Weapons,"weapon,cannon,artillery",FALSE,FALSE,FALSE,50,80,3,3,5,A artillery cannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Artillery Cannon Muzzle Brake,gun_xl_muzzle_2.xml,Weapons,"weapon,cannon,artillery",FALSE,FALSE,FALSE,50,80,3,3,5,A artillery cannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Autocannon Ammo Drum (Large),gun_drum_large.xml,Weapons,"weapon,autocannon,belt",FALSE,FALSE,FALSE,100,40,4,4,3,A large capacity autocannon ammo drum.,Ammo drums store autocannon cartridges of the caliber specified in the component properties window. Differing calibers cannot be mixed within a single ammo drum.
Autocannon Ammo Drum (Medium),gun_drum_medium.xml,Weapons,"weapon,autocannon,belt",FALSE,FALSE,FALSE,100,20,3,3,3,A medium capacity autocannon ammo drum.,Ammo drums store autocannon cartridges of the caliber specified in the component properties window. Differing calibers cannot be mixed within a single ammo drum.
Autocannon Ammo Drum (Small),gun_drum_small.xml,Weapons,"weapon,autocannon,belt",FALSE,FALSE,FALSE,100,10,2,2,3,A small capacity autocannon ammo drum.,Ammo drums store autocannon cartridges of the caliber specified in the component properties window. Differing calibers cannot be mixed within a single ammo drum.
Autocannon Belt (Connector),gun_belt_receiver.xml,Weapons,"weapon,autocannon,belt",FALSE,FALSE,FALSE,100,3,1,3,1,An autocannon ammo belt.,Autocannon belts can transfer all calibers of autocannon ammo. Connector belts allow ammo transfers between vehicles.
Autocannon Belt (Corner Flat),gun_belt_corner_flat.xml,Weapons,"weapon,autocannon,belt",FALSE,FALSE,FALSE,100,9,1,3,3,An autocannon ammo belt.,Autocannon belts can transfer all calibers of autocannon ammo.
Autocannon Belt (Corner),gun_belt_corner.xml,Weapons,"weapon,autocannon,belt",FALSE,FALSE,FALSE,100,3,1,3,1,An autocannon ammo belt.,Autocannon belts can transfer all calibers of autocannon ammo.
Autocannon Belt (Feeder),gun_belt_loader.xml,Weapons,"weapon,autocannon,belt",FALSE,FALSE,FALSE,100,4,1,4,1,An autocannon ammo belt.,Autocannon belts can transfer all calibers of autocannon ammo. Feeder belts transfer ammo forwards using electric power.
Autocannon Belt (Junction),gun_belt_junction.xml,Weapons,"weapon,autocannon,belt",FALSE,FALSE,FALSE,100,3,1,3,1,An autocannon ammo belt.,Autocannon belts can transfer all calibers of autocannon ammo. Junction belts redirect the path of ammo transfer.
Autocannon Belt (Straight),gun_belt_straight.xml,Weapons,"weapon,autocannon,belt",FALSE,FALSE,FALSE,100,3,1,3,1,An autocannon ammo belt.,Autocannon belts can transfer all calibers of autocannon ammo.
Battle Cannon,gun_l.xml,Weapons,"weapon,cannon,battle",FALSE,FALSE,FALSE,100,100,3,2,12,A battle cannon.,"Battle cannons provide powerful, consistent firepower in a compact form."
Battle Cannon Barrel Extension,gun_l_barrel.xml,Weapons,"weapon,cannon,battle",FALSE,FALSE,FALSE,50,40,1,1,3,A battle cannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Battle Cannon Barrel Extension,gun_l_barrel_1.xml,Weapons,"weapon,cannon,battle",FALSE,FALSE,FALSE,50,40,3,3,3,A battle cannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Battle Cannon Barrel Extension,gun_l_barrel_2.xml,Weapons,"weapon,cannon,battle",FALSE,FALSE,FALSE,50,40,1,2,3,A battle cannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Battle Cannon Barrel Extension,gun_l_barrel_3.xml,Weapons,"weapon,cannon,battle",FALSE,FALSE,FALSE,50,40,3,3,3,A battle cannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Battle Cannon Belt (Connector),gun_belt_receiver_l.xml,Weapons,"weapon,cannon,belt,battle",FALSE,FALSE,FALSE,100,3,1,3,1,A battle cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Connector belts allow ammo transfers between vehicles. Spawned ammo type can be set in component properties window.
Battle Cannon Belt (Corner Inner),gun_belt_corner_flat_l.xml,Weapons,"weapon,cannon,belt,battle",FALSE,FALSE,FALSE,100,9,1,3,3,A battle cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window.
Battle Cannon Belt (Corner Outer),gun_belt_corner_flat_reverse_l.xml,Weapons,"weapon,cannon,belt,battle",FALSE,FALSE,FALSE,100,9,1,3,3,A battle cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window.
Battle Cannon Belt (Corner),gun_belt_corner_l.xml,Weapons,"weapon,cannon,belt,battle",FALSE,FALSE,FALSE,100,3,1,3,1,A battle cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window.
Battle Cannon Belt (Feeder),gun_belt_loader_l.xml,Weapons,"weapon,cannon,belt,battle",FALSE,FALSE,FALSE,100,4,1,4,1,A battle cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Feeder belts transfer ammo forwards using electric power. Spawned ammo type can be set in component properties window.
Battle Cannon Belt (Junction),gun_belt_junction_l.xml,Weapons,"weapon,cannon,belt,battle",FALSE,FALSE,FALSE,100,3,1,3,1,A battle cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Junction belts redirect the path of ammo transfer. Spawned ammo type can be set in component properties window.
Battle Cannon Belt (Straight),gun_belt_straight_l.xml,Weapons,"weapon,cannon,belt,battle",FALSE,FALSE,FALSE,100,3,1,3,1,A battle cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window.
Battle Cannon Muzzle Brake,gun_l_muzzle.xml,Weapons,"weapon,cannon,battle",FALSE,FALSE,FALSE,50,40,1,1,4,A battle cannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Battle Cannon Muzzle Brake,gun_l_muzzle_1.xml,Weapons,"weapon,cannon,battle",FALSE,FALSE,FALSE,50,40,3,1,4,A battle cannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Battle Cannon Muzzle Brake,gun_l_muzzle_2.xml,Weapons,"weapon,cannon,battle",FALSE,FALSE,FALSE,50,40,3,3,4,A battle cannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Bertha Cannon,gun_xxl.xml,Weapons,"weapon,cannon,bertha",FALSE,FALSE,FALSE,100,500,5,5,30,A Bertha cannon.,"The Bertha cannon fires devastating high explosive mortar shells, with a wide radius of destruction."
Bertha Cannon Barrel Extension,gun_xxl_barrel.xml,Weapons,"weapon,cannon,bertha",FALSE,FALSE,FALSE,50,200,3,3,4,A Bertha cannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Bertha Cannon Belt (Connector),gun_belt_receiver_xxl.xml,Weapons,"weapon,cannon,belt,bertha",FALSE,FALSE,FALSE,100,63,3,7,3,A bertha cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Connector belts allow ammo transfers between vehicles. Spawned ammo type can be set in component properties window. Bertha shells are too large to be moved by hand.
Bertha Cannon Belt (Corner Inner),gun_belt_corner_flat_xxl.xml,Weapons,"weapon,cannon,belt,bertha",FALSE,FALSE,FALSE,100,138,3,7,7,A bertha cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window. Bertha shells are too large to be moved by hand.
Bertha Cannon Belt (Corner Outer),gun_belt_corner_flat_reverse_xxl.xml,Weapons,"weapon,cannon,belt,bertha",FALSE,FALSE,FALSE,100,138,3,7,7,A bertha cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window. Bertha shells are too large to be moved by hand.
Bertha Cannon Belt (Corner),gun_belt_corner_xxl.xml,Weapons,"weapon,cannon,belt,bertha",FALSE,FALSE,FALSE,100,63,3,7,3,A bertha cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window. Bertha shells are too large to be moved by hand.
Bertha Cannon Belt (Feeder),gun_belt_loader_xxl.xml,Weapons,"weapon,cannon,belt,bertha",FALSE,FALSE,FALSE,100,90,3,10,3,A bertha cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Feedeer belts transfer ammo forwards using electric power. Spawned ammo type can be set in component properties window. Bertha shells are too large to be moved by hand.
Bertha Cannon Belt (Junction),gun_belt_junction_xxl.xml,Weapons,"weapon,cannon,belt,bertha",FALSE,FALSE,FALSE,100,63,3,7,3,A bertha cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Junction belts redirect the path of ammo transfer. Spawned ammo type can be set in component properties window. Bertha shells are too large to be moved by hand.
Bertha Cannon Belt (Straight),gun_belt_straight_xxl.xml,Weapons,"weapon,cannon,belt,bertha",FALSE,FALSE,FALSE,100,63,3,7,3,A bertha cannon ammo belt.,Cannon ammo belts can store and transfer ammo shells. Spawned ammo type can be set in component properties window. Bertha shells are too large to be moved by hand.
Heavy Autocannon,gun_m.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,100,50,1,1,10,A heavy autocannon.,Heavy autocannons bridge the gap between fast-firing autocannons and high-caliber cannons. Autocannons require electric power to load ammo from connected belts or drums.
Heavy Autocannon Barrel Extension,gun_m_barrel.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,20,1,1,3,A heavy autocannon barrel extension.,"Barrel extensions increase weapon accuracy, but add additional weight."
Heavy Autocannon Barrel Extension,gun_m_barrel_1.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,20,1,1,3,A heavy autocannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Heavy Autocannon Barrel Extension,gun_m_barrel_2.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,20,1,2,3,A heavy autocannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Heavy Autocannon Barrel Extension,gun_m_barrel_3.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,20,1,2,3,A heavy autocannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Heavy Autocannon Muzzle Brake,gun_m_muzzle.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,20,1,1,4,A heavy autocannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Heavy Autocannon Muzzle Brake,gun_m_muzzle_1.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,20,1,1,4,A heavy autocannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Heavy Autocannon Muzzle Brake,gun_m_muzzle_2.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,20,1,1,4,A heavy autocannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Light Autocannon,gun_s.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,100,25,2,1,6,A light autocannon.,Light autocannons provide rapid fire and high ammo capacity. Autocannons require electric power to load ammo from connected belts or drums.
Light Autocannon Barrel Extension,gun_s_barrel.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,10,1,1,3,A light autocannon barrel extension.,"Barrel extensions increase weapon accuracy, but also produce more recoil force."
Light Autocannon Muzzle Brake,gun_s_muzzle.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,3,1,1,2,A light autocannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Light Autocannon Muzzle Brake,gun_s_muzzle_1.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,3,1,1,2,A light autocannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Light Autocannon Muzzle Brake,gun_s_muzzle_2.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,3,1,1,2,A light autocannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Light Autocannon Muzzle Brake,gun_s_muzzle_3.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,3,1,1,2,A light autocannon muzzle brake.,A muzzle brake will reduce weapon recoil force when added to the end of a weapon barrel.
Machine Gun,gun_xs.xml,Weapons,"weapon,machinegun",FALSE,FALSE,FALSE,50,10,1,1,4,A machine gun.,"Machine guns are lightweight and compact, but require ammo boxes to be reloaded by hand."
Machine Gun Ammo Box,gun_drum_xsmall.xml,Weapons,"weapon,machinegun,belt",FALSE,FALSE,FALSE,20,5,1,1,1,A machine gun ammo box.,"Stores machine gun ammo, but can only be reloaded by hand. Machine guns are restricted to Kinetic, Armor-Piercing, and Incendiary ammo only."
Rocket Launcher,gun_rocket_launcher.xml,Weapons,"weapon,explosive",FALSE,FALSE,FALSE,100,50,1,1,8,A 4-shot rocket launcher.,"Rocket launchers fire powerful high explosive rockets, but cannot be reloaded once empty. Rockets are vulnerable to bullets while in flight."
Rotary Autocannon,gun_v.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,100,400,4,2,13,A rotary autocannon.,"Rotary autocannons have a tremendous rate of fire, but can overheat quickly. Autocannons require electric power to load ammo from connected belts or drums."
Rotary Autocannon Barrel Extension,gun_v_barrel.xml,Weapons,"weapon,autocannon",FALSE,FALSE,FALSE,50,40,1,1,4,A rotary autocannon barrel extension.,"Barrel extensions increase weapon accuracy, but add additional weight."
Warhead (EMP),warhead_emp.xml,Weapons,"weapons,explosive",FALSE,FALSE,FALSE,200,500,5,5,13,A electromagnetic-pulse warhead.,"Detonates from an impact, creating an EMP to temporarily shut down nearby electronic systems."
Warhead (Large),warhead_large.xml,Weapons,"weapons,explosive",FALSE,FALSE,FALSE,100,400,5,5,9,A large explosive warhead.,"Detonates from an impact, or when receiving damage. Be careful!"
Warhead (Medium),warhead_medium.xml,Weapons,"weapons,explosive",FALSE,FALSE,FALSE,50,80,3,3,5,A medium explosive warhead.,"Detonates from an impact, or when receiving damage. Be careful!"
Warhead (Small),warhead_small.xml,Weapons,"weapons,explosive",FALSE,FALSE,FALSE,25,15,1,1,2,A small explosive warhead.,"Detonates from an impact, or when receiving damage. Be careful!"
Warhead Body (Large),warhead_body_large.xml,Weapons,"weapons,explosive",FALSE,FALSE,FALSE,100,400,5,5,9,A large explosive warhead.,"Detonates from an impact, or when receiving damage. Be careful!"
Warhead Body (Medium),warhead_body_medium.xml,Weapons,"weapons,explosive",FALSE,FALSE,FALSE,50,80,3,3,5,A medium explosive warhead.,"Detonates from an impact, or when receiving damage. Be careful!"
Warhead Body (Small),warhead_body_small.xml,Weapons,"weapons,explosive",FALSE,FALSE,FALSE,25,15,1,1,2,A small explosive warhead.,"Detonates from an impact, or when receiving damage. Be careful!"
Modular Engine Air Manifold,modular_engine_air_manifold.xml,Modular Engines,,FALSE,FALSE,FALSE,10,1,1,1,1,A modular engine air manifold.,Attach a manifold to a cylinder to provide a connection for air to that cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold.
Modular Engine Alternator,modular_engine_alternator.xml,Modular Engines,,FALSE,FALSE,FALSE,30,1,1,1,1,A modular engine alternator.,Alternators convert mechanical energy from a Drive Belt into electric charge.
Modular Engine Clutch 1x1,modular_engine_clutch.xml,Modular Engines,,FALSE,FALSE,FALSE,15,1,1,1,1,A modular engine clutch.,Attach a clutch to a crankshaft block to control the torque made available to the connected system.
Modular Engine Clutch 3x3,modular_engine_clutch_3x3.xml,Modular Engines,,FALSE,FALSE,FALSE,25,9,3,3,1,A modular engine clutch.,Attach a clutch to a crankshaft block to control the torque made available to the connected system.
Modular Engine Clutch 5x5,modular_engine_clutch_5x5.xml,Modular Engines,,FALSE,FALSE,FALSE,50,25,5,5,1,A modular engine clutch.,Attach a clutch to a crankshaft block to control the torque made available to the connected system.
Modular Engine Coolant Manifold,modular_engine_coolant_manifold.xml,Modular Engines,,FALSE,FALSE,FALSE,10,1,1,1,1,A modular engine coolant manifold.,Attach a manifold to a cylinder to provide a connection for coolant to that cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold.
Modular Engine Crankshaft 1x1,modular_engine_crankshaft.xml,Modular Engines,,FALSE,FALSE,FALSE,50,1,1,1,1,A modular engine crankshaft block.,The crankshaft is the core of an engine. Attach cylinders to the outer surfaces to generate power. Multiple crankshaft blocks can be placed adajcent to each other to form larger engines.
Modular Engine Crankshaft 3x1,modular_engine_crankshaft_3x1.xml,Modular Engines,,FALSE,FALSE,FALSE,50,9,3,3,1,A modular engine crankshaft block.,The crankshaft is the core of an engine. Attach cylinders to the outer surfaces to generate power. Multiple crankshaft blocks can be placed adajcent to each other to form larger engines.
Modular Engine Crankshaft 3x3,modular_engine_crankshaft_3x3.xml,Modular Engines,,FALSE,FALSE,FALSE,150,27,3,3,3,A modular engine crankshaft block.,The crankshaft is the core of an engine. Attach cylinders to the outer surfaces to generate power. Multiple crankshaft blocks can be placed adajcent to each other to form larger engines.
Modular Engine Crankshaft 5x5,modular_engine_crankshaft_5x5.xml,Modular Engines,,FALSE,FALSE,FALSE,350,100,5,5,5,A modular engine crankshaft block.,The crankshaft is the core of an engine. Attach cylinders to the outer surfaces to generate power. Multiple crankshaft blocks can be placed adajcent to each other to form larger engines.
Modular Engine Crankshaft Converter 3 to 1,modular_engine_crankshaft_converter_3x3.xml,Modular Engines,,FALSE,FALSE,FALSE,75,9,3,3,1,A modular engine crankshaft block.,The crankshaft is the core of an engine. This component efficiently converts torque between different size crankshafts. Multiple crankshaft blocks can be placed adajcent to each other to form larger engines.
Modular Engine Crankshaft Converter 5 to 3,modular_engine_crankshaft_converter_5x5.xml,Modular Engines,,FALSE,FALSE,FALSE,275,27,5,5,1,A modular engine crankshaft block.,The crankshaft is the core of an engine. This component efficiently converts torque between different size crankshafts. Multiple crankshaft blocks can be placed adajcent to each other to form larger engines.
Modular Engine Cylinder 1x1,modular_engine_cylinder_straight.xml,Modular Engines,,FALSE,FALSE,FALSE,50,1,1,1,1,A modular engine cylinder.,"Attach a cylinder to a crankshafts outer surface to produce power for an engine. The cylinder requires a manifold to move air, fuel, and exhaust through the cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold."
Modular Engine Cylinder 3x3,modular_engine_piston_3x3.xml,Modular Engines,,FALSE,FALSE,FALSE,100,27,3,3,3,A modular engine cylinder.,"Attach a cylinder to a crankshafts outer surface to produce power for an engine. The cylinder requires a manifold to move air, fuel, and exhaust through the cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold."
Modular Engine Cylinder 5x5,modular_engine_piston_5x5.xml,Modular Engines,,FALSE,FALSE,FALSE,150,100,5,5,5,A modular engine cylinder.,"Attach a cylinder to a crankshafts outer surface to produce power for an engine. The cylinder requires a manifold to move air, fuel, and exhaust through the cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold."
Modular Engine Drive Belt 1x1,modular_engine_drive_belt.xml,Modular Engines,,FALSE,FALSE,FALSE,30,1,1,1,1,A modular engine drive belt.,"The drive belt attaches to the crankshaft and provides an interface for starters, alternators and pumps."
Modular Engine Drive Belt 3x3,modular_engine_power_manifold_3x3.xml,Modular Engines,,FALSE,FALSE,FALSE,80,9,3,3,1,A modular engine drive belt.,"The drive belt attaches to the crankshaft and provides an interface for starters, alternators and pumps."
Modular Engine Drive Belt 5x5,modular_engine_power_manifold_5x5.xml,Modular Engines,,FALSE,FALSE,FALSE,160,27,5,5,1,A modular engine drive belt.,"The drive belt attaches to the crankshaft and provides an interface for starters, alternators and pumps."
Modular Engine Exhaust Manifold (Corner),modular_engine_exhaust_manifold_corner.xml,Modular Engines,,FALSE,FALSE,FALSE,10,1,1,1,1,A modular engine manifold.,Attach a manifold to a cylinder to provide an exhaust output connection for that cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold.
Modular Engine Exhaust Manifold (Straight),modular_engine_exhaust_manifold_straight.xml,Modular Engines,,FALSE,FALSE,FALSE,10,1,1,1,1,A modular engine manifold.,Attach a manifold to a cylinder to provide an exhaust output connection for that cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold.
Modular Engine Fluid Pump,modular_engine_fluid_pump.xml,Modular Engines,,FALSE,FALSE,FALSE,50,1,1,1,1,A modular engine fluid pump.,An pump that attaches to a Drive Belt to mechanically push fluid around a system.
Modular Engine Flywheel 1x1,modular_engine_flywheel.xml,Modular Engines,,FALSE,FALSE,FALSE,450,100,3,3,1,A modular engine crankshaft flywheel.,"The crankshaft is the core of an engine. A flywheel piece sits as part of the crankshaft and acts as a momentum (energy) store for a running engine, but also makes the engine harder to start."
Modular Engine Flywheel 3x3,modular_engine_flywheel_3x3.xml,Modular Engines,,FALSE,FALSE,FALSE,650,200,5,5,1,A modular engine crankshaft flywheel.,"The crankshaft is the core of an engine. A flywheel piece sits as part of the crankshaft and acts as a momentum (energy) store for a running engine, but also makes the engine harder to start."
